# Undirected graph (each unordered pair of nodes is saved once): investor_network_undirected_unweighted.txt
# Nodes: 512 Edges: 3232
# NodeId	NodeId
5	478
5	503
32	42
32	43
32	46
32	47
32	48
32	59
32	63
32	84
32	94
32	97
32	111
